Journal,USD,USD cleaned
The International Journal of Health Planning and Management,"3,600",3600
Transactions of the American Fisheries Society,"3,600",3600
Vox Sanguinis,"3,600",3600
Wiley Interdisciplinary Reviews: Energy and Environment,"3,600",3600
The Journal of Dermatology,"3,630",3630
American Journal of Political Science,"3,650",3650
Global Ecology and Biogeography,"3,650",3650
Haemophilia,"3,650",3650
Head & Neck,"3,650",3650
North American Journal of Fisheries Management,"3,650",3650
Physiologia Plantarum,"3,650",3650
Developmental Dynamics,"3,660",3660
Acta Physiologica,"3,700",3700
Addiction,"3,700",3700
Addiction Biology,"3,700",3700
American Journal of Primatology,"3,700",3700
Animal Conservation,"3,700",3700
Australian Journal of Grape and Wine Research,"3,700",3700
Bioethics,"3,700",3700
ChemElectroChem,"3,700",3700
Cladistics,"3,700",3700
Environmetrics,"3,700",3700
European Eating Disorders Review,"3,700",3700
European Journal of Inorganic Chemistry,"3,700",3700
"Gender, Work & Organisation","3,700",3700
Geostandards & Geoanalytical Research,"3,700",3700
Governance,"3,700",3700
Human Resource Management Journal,"3,700",3700
Insect Conservation and Diversity,"3,700",3700
Insect Molecular Biology,"3,700",3700
International Endodontic Journal,"3,700",3700
International Journal for Numerical Methods in Fluids,"3,700",3700
International Journal of Gynecology & Obstetrics,"3,700",3700
International Journal of Mental Health Nursing,"3,700",3700
Journal of Hepato-Biliary-Pancreatic Sciences,"3,700",3700
Journal of Mass Spectrometry,"3,700",3700
Journal of Periodontal Research,"3,700",3700
Journal of Zoological Systematics and Evolutionary Research,"3,700",3700
Materials and Corrosion,"3,700",3700
Mathematical Methods in the Applied Sciences,"3,700",3700
Molecular Oral Microbiology,"3,700",3700
Polymer International,"3,700",3700
"Population, Space and Place","3,700",3700
Psychophysiology,"3,700",3700
Public Administration Review,"3,700",3700
Quality and Reliability Engineering International,"3,700",3700
Reviews in Medical Virology,"3,700",3700
Science Education,"3,700",3700
Sedimentology,"3,700",3700
Social Policy & Administration,"3,700",3700
Strain,"3,700",3700
Transplant International,"3,700",3700
Wiley Interdisciplinary Reviews - Nanomedicine and Nanobiotechnology,"3,700",3700
Xenotransplantation,"3,700",3700
Acta Crystallographica Section A: Foundations and Advances,"3,750",3750
"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials","3,750",3750
Journal of Applied Crystallography,"3,750",3750
Journal of Medical Virology,"3,750",3750
Journal of Quaternary Science,"3,750",3750
Journal of Synchrotron Radiation,"3,750",3750
Muscle & Nerve,"3,750",3750
Acta Anaesthesiologica Scandinavica,"3,800",3800
Advanced Biology,"3,800",3800
Advanced Quantum Technologies,"3,800",3800
Advanced Sustainable Systems,"3,800",3800
Advanced Theory and Simulations,"3,800",3800
Advanced Therapeutics,"3,800",3800
American Journal of Industrial Medicine,"3,800",3800
Annalen der Physik,"3,800",3800
Applied Vegetation Science,"3,800",3800
Aquaculture Research,"3,800",3800
Artificial Organs,"3,800",3800
Autism Research,"3,800",3800
Basic & Clinical Pharmacology & Toxicology,"3,800",3800
Birth,"3,800",3800
Catheterization and Cardiovascular Interventions,"3,800",3800
ChemBioChem,"3,800",3800
"CLEAN – Soil, Air, Water","3,800",3800
Clinical & Experimental Immunology,"3,800",3800
Clinical Implant Dentistry and Related Research,"3,800",3800
Clinical Oral Implants Research,"3,800",3800
Contact Dermatitis,"3,800",3800
Crystal Research & Technology,"3,800",3800
Depression and Anxiety,"3,800",3800
"Development, Growth & Differentiation","3,800",3800
Developmental Science,"3,800",3800
European Journal of Lipid Science and Technology,"3,800",3800
Evolutionary Anthropology,"3,800",3800
Fatigue & Fracture of Engineering Materials & Structures,"3,800",3800
Genes to Cells,"3,800",3800
International Journal for Numerical and Analytical Methods in Geomechanics,"3,800",3800
International Journal of Quantum Chemistry,"3,800",3800
Journal of Biochemical and Molecular Toxicology,"3,800",3800
Journal of Biomedical Materials Research Part A,"3,800",3800
Journal of Child Psychology and Psychiatry,"3,800",3800
Journal of Evaluation in Clinical Practice,"3,800",3800
Journal of Metamorphic Geology,"3,800",3800
Journal of Pineal Research,"3,800",3800
Journal of the Peripheral Nervous System,"3,800",3800
Journal of Vegetation Science,"3,800",3800
Macromolecular Chemistry and Physics,"3,800",3800
Macromolecular Materials and Engineering,"3,800",3800
Macromolecular Reaction Engineering,"3,800",3800
Macromolecular Symposia,"3,800",3800
Macromolecular Theory and Simulations,"3,800",3800
Particle & Particle Systems Characterization,"3,800",3800
physica status solidi (a) applications and materials science,"3,800",3800
physica status solidi (b) basic solid state physics,"3,800",3800
physica status solidi (RRL) rapid research letters,"3,800",3800
PROTEOMICS - Clinical Applications,"3,800",3800
River Research and Applications,"3,800",3800
Skin Research and Technology,"3,800",3800
Small Methods,"3,800",3800
Small Structures ,"3,800",3800
Solar RRL,"3,800",3800
Starch,"3,800",3800
Steel Research International,"3,800",3800
The Anatomical Record,"3,800",3800
The Journal of Child Psychology and Psychiatry,"3,800",3800
The Milbank Quarterly,"3,800",3800
Veterinary and Comparative Oncology,"3,800",3800
Acta Crystallographica Section D: Structural Biology,"3,850",3850
ChemCatChem,"3,850",3850
ChemPhysChem,"3,850",3850
ChemSusChem,"3,850",3850
ELECTROPHORESIS,"3,850",3850
European Journal of Immunology,"3,850",3850
European Journal of Organic Chemistry,"3,850",3850
Health Economics,"3,850",3850
Annals of the New York Academy of Sciences,"3,900",3900
Biometrical Journal,"3,900",3900
Biotechnology Progress,"3,900",3900
Concurrency and Computation: Practice and Experience,"3,900",3900
Developmental Neurobiology,"3,900",3900
Earthquake Engineering & Structural Dynamics,"3,900",3900
Environmental Toxicology,"3,900",3900
International Statistical Review,"3,900",3900
Journal of Cardiovascular Electrophysiology,"3,900",3900
Journal of Chemometrics,"3,900",3900
Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,"3,900",3900
Journal of Field Robotics,"3,900",3900
Journal of Food Science,"3,900",3900
Journal of Neuroendocrinology,"3,900",3900
Macromolecular Rapid Communications,"3,900",3900
Magnetic Resonance in Chemistry,"3,900",3900
Pain Practice,"3,900",3900
Plant Breeding,"3,900",3900
"Proteins: Structure, Function, and Bioinformatics","3,900",3900
Random Structures & Algorithms,"3,900",3900
Structural Control and Health Monitoring,"3,900",3900
Studies in Applied Mathematics,"3,900",3900
The Electronic Journal of Information Systems in Developing Countries,"3,900",3900
The Structural Design of Tall and Special Buildings,"3,900",3900
Transfusion,"3,900",3900
Veterinary Radiology & Ultrasound,"3,900",3900
Acta Ophthalmologica,"3,950",3950
Anaesthesia,"3,950",3950
Biological Reviews,"3,950",3950
BJU International,"3,950",3950
Epilepsia,"3,950",3950
"Genes, Chromosomes and Cancer","3,950",3950
Immunology,"3,950",3950
Journal of Animal Physiology and Animal Nutrition,"3,950",3950
Journal of Neurochemistry,"3,950",3950
Journal of Neuroscience Research,"3,950",3950
Journal of Oral Rehabilitation,"3,950",3950
Journal of the European Academy of Dermatology and Venereology,"3,950",3950
Medicinal Research Reviews,"3,950",3950
Oral Diseases,"3,950",3950
Plant Pathology,"3,950",3950
Systematic Entomology,"3,950",3950
Acta Neurologica Scandinavica,"4,000",4000
Acta Obstetricia et Gynecologica Scandinavica,"4,000",4000
Advanced Synthesis & Catalysis,"4,000",4000
Animal Science Journal,"4,000",4000
British Journal of Clinical Pharmacology,"4,000",4000
British Journal of Pharmacology,"4,000",4000
Chemistry - An Asian Journal,"4,000",4000
Clinical Endocrinology,"4,000",4000
Clinical Genetics,"4,000",4000
Communications on Pure and Applied Mathematics,"4,000",4000
Comprehensive Reviews in Food Science and Food Safety,"4,000",4000
Computer-Aided Civil and Infrastructure Engineering,"4,000",4000
Ecohydrology,"4,000",4000
Energy Technology,"4,000",4000
European Journal of Pain,"4,000",4000
Fisheries Oceanography,"4,000",4000
Hematological Oncology,"4,000",4000
HLA: Immune Response Genetics,"4,000",4000
Human Mutation,"4,000",4000
Information Systems Journal,"4,000",4000
Journal of Animal Breeding and Genetics,"4,000",4000
Journal of Gastroenterology and Hepatology,"4,000",4000
Journal of Veterinary Pharmacology and Therapeutics,"4,000",4000
Mass Spectrometry Reviews,"4,000",4000
Molecular Carcinogenesis,"4,000",4000
Obesity,"4,000",4000
Proteomics,"4,000",4000
Respirology,"4,000",4000
Wiley Interdisciplinary Reviews: RNA,"4,000",4000
Wiley Interdisciplinary Reviews: Systems Biology and Medicine,"4,000",4000
Aquatic Conservation: Marine and Freshwater Ecosystems,"4,050",4050
Journal of Nursing Management,"4,050",4050
Ultrasound in Obstetrics & Gynecology,"4,050",4050
Advanced Engineering Materials,"4,100",4100
Biotechnology Journal,"4,100",4100
Diabetes/Metabolism Research and Reviews,"4,100",4100
Early Intervention in Psychiatry,"4,100",4100
European Journal of Neurology,"4,100",4100
European Journal of Soil Science,"4,100",4100
Experimental Dermatology,"4,100",4100
Hippocampus,"4,100",4100
Histopathology,"4,100",4100
Journal of Chemical Technology and Biotechnology,"4,100",4100
Journal of Clinical Nursing,"4,100",4100
Journal of Viral Hepatitis,"4,100",4100
Lasers in Surgery and Medicine,"4,100",4100
Liver International,"4,100",4100
Mycoses,"4,100",4100
Neurogastroenterology & Motility,"4,100",4100
Neuromodulation,"4,100",4100
Neurourology and Urodynamics,"4,100",4100
Phytotherapy Research,"4,100",4100
The Laryngoscope,"4,100",4100
Allergy,"4,150",4150
Advanced Electronic Materials,"4,200",4200
Advanced Healthcare Materials,"4,200",4200
Advanced Materials Interfaces,"4,200",4200
Advanced Materials Technologies,"4,200",4200
Advanced Optical Materials,"4,200",4200
AIChE Journal,"4,200",4200
American Journal of Physical Anthropology,"4,200",4200
BioEssays,"4,200",4200
Bipolar Disorders,"4,200",4200
BJOG: An International Journal of Obstetrics and Gynaecology,"4,200",4200
British Journal of Dermatology,"4,200",4200
Cancer,"4,200",4200
Clinical & Experimental Allergy,"4,200",4200
Clinical Otolaryngology,"4,200",4200
Developmental Medicine & Child Neurology,"4,200",4200
Earth Surface Processes and Landforms,"4,200",4200
Environmental Microbiology,"4,200",4200
Geobiology,"4,200",4200
Hydrological Processes,"4,200",4200
International Journal for Numerical Methods in Biomedical Engineering,"4,200",4200
International Journal of Eating Disorders,"4,200",4200
Journal of Biogeography,"4,200",4200
Journal of Fish Diseases,"4,200",4200
Journal of Internal Medicine,"4,200",4200
Journal of Surgical Oncology,"4,200",4200
Journal of Tissue Engineering and Regenerative Medicine,"4,200",4200
Laser & Photonics Reviews,"4,200",4200
Macromolecular Bioscience,"4,200",4200
Molecular Nutrition & Food Research,"4,200",4200
Paediatric and Perinatal Epidemiology,"4,200",4200
Pediatric Obesity,"4,200",4200
Pediatric Pulmonology,"4,200",4200
Pharmaceutical Statistics,"4,200",4200
Prenatal Diagnosis,"4,200",4200
Rapid Communications in Mass Spectrometry,"4,200",4200
The Chemical Record,"4,200",4200
The FEBS Journal,"4,200",4200
Wiley Interdisciplinary Reviews: Developmental Biology,"4,200",4200
Zoonoses and Public Health,"4,200",4200
Global Change Biology,"4,250",4250
International Journal of Geriatric Psychiatry,"4,250",4250
Molecular Ecology,"4,250",4250
American Journal of Transplantation,"4,300",4300
Drug Testing and Analysis,"4,300",4300
European Journal of Cancer Care,"4,300",4300
Fish and Fisheries,"4,300",4300
Freshwater Biology,"4,300",4300
Immunological Reviews,"4,300",4300
Indoor Air,"4,300",4300
Journal of Advanced Nursing,"4,300",4300
Journal of American Geriatrics Society,"4,300",4300
Journal of Clinical Periodontology,"4,300",4300
Journal of Computational Chemistry,"4,300",4300
Journal of Microscopy,"4,300",4300
Journal of Raman Spectroscopy,"4,300",4300
Medical Education,"4,300",4300
Molecular Ecology Resources,"4,300",4300
NMR in Biomedicine,"4,300",4300
Obesity Reviews,"4,300",4300
Palaeontology,"4,300",4300
Pediatric Allergy and Immunology,"4,300",4300
Pediatric Diabetes,"4,300",4300
Pigment Cell & Melanoma Research,"4,300",4300
"Plant, Cell & Environment","4,300",4300
Plasma Processes and Polymers,"4,300",4300
Psycho-Oncology,"4,300",4300
The Journal of Comparative Neurology,"4,300",4300
The Journal of the American Geriatrics Society,"4,300",4300
WIREs Climate Change,"4,300",4300
Arthritis Care & Research,"4,400",4400
"Biofuels, Bioproducts and Biorefining","4,400",4400
Chemistry - A European Journal,"4,400",4400
Diabetic Medicine,"4,400",4400
International Journal for Numerical Methods in Engineering,"4,400",4400
International Journal of Energy Research,"4,400",4400
Journal of Cellular Biochemistry,"4,400",4400
Journal of the Science of Food and Agriculture,"4,400",4400
Pest Management Science,"4,400",4400
The Plant Journal,"4,400",4400
Alimentary Pharmacology & Therapeutics,"4,500",4500
American Journal of Hematology,"4,500",4500
Econometrica,"4,500",4500
International Journal of Clinical Practice,"4,500",4500
Land Degradation and Development,"4,500",4500
Pharmacoepidemiology and Drug Safety,"4,500",4500
Progress in Photovoltaics: Research and Applications,"4,500",4500
Statistics in Medicine,"4,500",4500
The Journal of Pathology,"4,500",4500
Wiley Interdisciplinary Reviews: Computational Molecular Science,"4,500",4500
Biotechnology and Bioengineering,"4,600",4600
British Journal of Haematology,"4,600",4600
Health and Social Care in the Community,"4,600",4600
International Journal of Cancer,"4,600",4600
